date	time	id	reviewer name	reviewer address	contact number	variation	verified_reviews	sentiment	feedback
27-Jul-18	23:58:26	4002907	Christopher Little	"9435 Carrie Ford
New Thomas, WA 48125"	601-207-6343	Black  Plus	I’m still unable to connect any devices although it says it has a built in hub. So bought a bridge to connect the devices thinking that everything would sync and my other devices are still not discovered via my echo plus and I was looking forward to this feature. Being able to play music, check the weather etc is fine.	2	0
31-Jul-18	15:37:22	8439984	Brian Walker	"6012 Kaitlyn Creek
Katieville, IL 03013"	5956374097	Configuration: Fire TV Stick	Ummm... TV like everyone else.	5	1
30-Jul-18	01:43:15	5183579	Alison Rodriguez	"74981 Melissa Mill
South Joyton, FL 29942"	993-519-6856	Black  Dot	The volume is very low	1	0
30-Jul-18	14:52:33	1614665	Casey Cortez	"746 Lori Mount
West Elizabethside, AK 63021"	4468981912	Configuration: Fire TV Stick	I love this, it's quick and easy to use. I love that there are so many apps you can access but disappointed some of them cost extra money to use. I also love the music app on here. I didn't think I would use it because I have Alexa echo and listen to music all the time on there. But I tried it on the fire tv and it gives you the lyric as the songs play! Love it!!	4	1
25-Jul-18	10:00:13	5951079	Lisa Rodgers	"906 Ball Extensions Suite 164
Port Jessemouth, WA 07452"	2258667754	Black	Poor quality. Gave it away.	2	0
5-Jun-18	23:24:46	1257046	Wayne Graves	"55608 Brenda Light Suite 855
New John, PR 25466"	(710)705-4808	White	I purchased this for my daughter and we all love this!!!! its amazing!! we love the games!	5	1
30-Jul-18	14:51:46	1308694	Sara Robles	"3853 Adam Rest Apt. 701
West Tiffany, KY 06565"	(719)753-5385	Black  Dot	Gave as a gift - they loved it.	4	1
30-Jul-18	14:33:12	375144	Cody Peck	"86156 Mark Spur
Brettville, WA 80162"	7075992463	Black  Dot	Easy to set up, can control Kasa smart plugs no problem.  Even the kids have figured stuff out that I would not have asked Alexa, like telling jokes and singing. The Alexa app controls my custom spark plug and my cloud cam.	5	1
29-Jul-18	20:33:31	5854638	Valerie Horton	"7720 Hernandez Islands Suite 340
Patriciastad, FM 61611"	(757)670-6537	Heather Gray Fabric 	Easy to setup. Love all the things she does.	5	1
30-Jul-18	06:32:25	8682861	Ariel Chandler	"52893 Coleman Camp Apt. 705
East Jeffreymouth, WY 68760"	887-823-8577	White  Dot	I love it.	5	1
28-Jul-18	16:55:53	602290	Martin Christian	"178 Salazar Crest Apt. 276
North Matthew, NJ 98819"	(843)966-9350	Black  Plus	Love it!!!	5	1
30-Jul-18	02:27:32	4779647	Kevin Long	"USNV Washington
FPO AA 54687"	(891)662-6125	White  Show	Upgraded from echo to echo show.	5	1
30-Jul-18	07:07:12	3985167	Cheryl Miller	"511 Chris Walk Apt. 877
Campbellside, DE 18236"	314-762-3585	White  Dot	Love having one in our bedroom and in the kitchen. Great to drop in on family around the house.	5	1
30-Jul-18	23:20:15	4478826	Leonard West	"1197 Tucker Mills
Alexanderland, RI 17380"	975-649-0025	White  Dot	Great product	5	1
30-Jul-18	03:54:19	7869646	Patrick Compton	"Unit 3025 Box 9941
DPO AA 70061"	472-415-1263	Configuration: Fire TV Stick	Love the TV/movie selection. I really like the fact that I can just rent a movie if they don't have it in their selection.	5	1
30-Jul-18	13:22:50	7499576	Jacob Hill	"34136 Shane Causeway
Charlesshire, MH 23220"	5322363617	Black  Show	We love our Echo Show!	5	1
1-Jul-18	21:10:22	7622196	James Wu	"260 Raymond Forest
West Matthewfort, MI 44007"	640-220-5112	White	This item did not work. Certified refurbished should mean it works as advertised. Instead this item crashed as soon as I turned it on and plugged it in. When trying to connect from my phone to the echo dot, it crashed, over and over. Not only would it disconnect but the orange light would freeze and then the thing would reboot with the blue light. Alexa would tell me it’s ready to connect and freeze mid sentence. Tried holding the action button for 5 seconds and it didn’t do anything. Returning immediately and hope they actually fix this item when the next buyer purchases it.	1	0
28-Jul-18	02:37:54	5628233	Timothy Meyer	"08549 Alex Route
New Amanda, RI 89813"	994-291-5552	Charcoal Fabric 	I’m still learning how to use the Echo, but so far I love it!	5	1
30-Jul-18	02:43:08	7808441	Justin Nguyen	"816 Wright Throughway
North Andrewtown, NV 66400"	987-857-1365	Configuration: Fire TV Stick	Does not work with you tube tv	4	1
31-Jul-18	22:10:39	6667675	Keith Gonzalez	"45061 John Courts Apt. 077
Lake Anita, NV 67199"	6266616630	Walnut Finish 	Sometimes while playing a game, you can answer a question correctly but Alexa says you got it wrong and answers the same as you.  I like being able to turn lights on and off while away from home.	4	1
9-Jul-18	22:23:20	574532	Joanne Jones	"PSC 1399, Box 3152
APO AE 94656"	(227)484-6754	White  Plus	Very good quality and you don’t have to yell or be close for it to work and understand you properly	5	1
26-Jul-18	04:27:42	6767227	Jeffrey Abbott	"810 Andrew Drive Suite 631
Lake Jacobport, CO 59834"	222-557-2877	Black  Spot	Bedroom clock , ask questions,  weather reportsAlarm clock ⏰. Music 🎶 download music	5	1
29-Jul-18	00:31:47	7518357	Misty Young	"15715 Stephanie Drives
Wadeborough, ME 07685"	241-359-2372	White  Spot	Love this product I use it as my bedroom clock perfect size with a lot of other options. The only thing I would like to see them add on to it is the ability to fall asleep to mu as if and set a timer for it to go off on it's own. Like you can with tv t hcfe sleep mode.	5	1
28-Jul-18	00:58:16	8652718	Gary Smith	"89911 Rachel Inlet Apt. 415
South Alexis, MA 69466"	880-683-8108	Black  Show	Nice product but as intelligent as we thought or had hoped.	3	1
28-Jul-18	06:55:42	5619780	Danielle Paul	"0304 James Land Suite 733
East Keith, MP 19891"	2924068867	Heather Gray Fabric 	I like the volume up and down on the top so I can turn it down quickly.	5	1
30-Jul-18	21:48:30	7156665	Sean Morgan	"3475 Catherine Key
North Danielview, GU 09814"	247-472-9421	Black  Dot	Wish volume was capable of going louder	4	1
30-Jul-18	21:40:08	6542723	Wendy Simmons	"837 Sampson Pike Apt. 428
West Keithchester, ME 49624"	655-485-7479	White  Spot	 	1	0
30-Jul-18	08:58:41	1454738	James Chaney	"27168 Cunningham Ranch
West Terrance, PW 89525"	(393)609-7549	Black  Show	Does everything I could ask and more. Great product.	5	1
30-Jul-18	05:48:48	5293765	Jeffrey Neal Jr.	"3994 Heather Rapid Suite 824
Kingview, AK 16123"	508-263-0314	Black  Dot	 	3	1
20-Jul-18	16:15:57	3323287	Tara Andrade	"3407 Lane Branch Apt. 778
Ericaport, MH 93267"	(678)609-7048	Black  Spot	Very easy to set up. Does what is said it will. Very satisfied so far..	5	1
30-Jul-18	00:42:56	1704548	Stephanie Miller	"0073 Smith Station Apt. 958
West Lisashire, DC 71178"	6934978823	White  Dot	Great to have along with the Echo	5	1
2-Jul-18	01:27:26	5592313	Isabel Peters	"85158 Arnold Viaduct Suite 506
West Christine, OK 79618"	9263255369	Black  Plus	I really like this item. I already had the echo dot but with this purchase the Philips Hue bulb came with the plus. Just purchasing the plus I have not had time to use it to its full capabilities but the bulb is something else. I use that with the echo dot to turn on our bedroom light and I really like it. The plus is in our great room/kitchen area. So far I give this a 5 star.	5	1
30-Jul-18	00:14:22	4770506	Tracey Hensley	"38498 Webb Mountain Apt. 514
North Peterton, NC 63066"	(932)806-1224	White  Dot	Great to play music throughout the house. Great and easily fits in my decor of my home	5	1
30-Jul-18	01:08:06	6757310	Nicholas Sanchez	"028 Johnson Burgs Suite 509
Lake Emilymouth, PR 11338"	(539)617-1788	Black  Dot	I love how compact it is.	5	1
30-Jul-18	12:22:14	7460554	Ashley Gonzalez	"70134 Seth Fields
Leahstad, TN 33136"	913-601-8388	Heather Gray Fabric 	I was a little nervous when I received my new Echo as I'm not really Tech savvy. I found it a bit intimidating at first but it didn't take me to long to figure it out!! I'm very happy with my purchase and now thinking of adding an echo spot!!!	5	1
29-Jul-18	18:00:20	2032006	Shawna White	"67005 Conley Ridge
Robinburgh, PA 05618"	7517024345	Black  Show	Returned from repair with No repair done. It has a problem which requires it to be on for a while for the defective part to show itself.I sent it for repair and got it back without being fixed.  The site gives no option to complain from the page.I have a echo spot which works perfectly in the same position.	1	0
30-Jul-18	06:33:47	2377139	Joshua Sanders	"094 Davis Harbor
Richardview, PW 76488"	923-626-0813	Black  Show	I've had previous experience with the echo Dot and this just blows all previous expectations out of the water!It's great since it can play videos and music from multiple sources and the speakers are pretty loud.	5	1
26-Jul-18	11:33:50	840350	Jennifer Hernandez	"887 Ray Summit
Port James, OH 46711"	870-635-9010	White  Plus	The alexa is awesome but when i rcieved the light buld i did not know that u need another adapter to have the light buld to work. I was not aware of that.  Disappointed	1	0
29-Jul-18	07:21:55	718923	John Robinson	"32830 Alexis Drive
Bankshaven, PR 42129"	2852090697	Charcoal Fabric 	Everything	5	1
28-Jul-18	11:57:03	7805050	Terri Thompson	"20881 Miranda Lodge Apt. 790
Tylerhaven, AL 05438"	(930)406-0009	Black  Show	It has a screen, microphones, speaker, and alexa lives inside.  Yup it is an Echo Show.  Expectations met.	5	1
30-Jul-18	19:08:47	2161433	Nathaniel Bartlett	"439 Clark Port Suite 924
Lake Peterchester, PA 00700"	(849)388-3197	Black  Dot	I love this product so far only because of the few things I can do with it...such as set a timer, a reminder, play music and games. I don't like that to get the full enjoyment from it that you have to purchase so many things. It was also very difficult to set up. The directions made it sound as simple as one, two, three but they forgot about step four, five and six. I was almost ready to send to back.The app is extremely slow and it took hours to get this thing set up. However depending on what you are going to be using it for I think it's an ok item.	5	1
29-Jul-18	08:05:30	5219822	April Smith	"965 Carr Valleys Suite 552
West Richardbury, ME 47127"	(692)650-2785	Black  Show	Love it!	5	1
30-Jul-18	02:02:42	3193970	Jean Webb	"6996 Nelson Court Apt. 234
North Carrie, FM 25299"	9722873518	White  Dot	Love Alexa. Love the Echo Dot but we have trouble with the speakers when using the intercom.	4	1
30-Jul-18	05:01:38	1369612	James Griffith	"11176 Joel Ports Apt. 625
New Heather, MN 02117"	(971)516-5099	Charcoal Fabric 	Good Value	5	1
29-Jul-18	19:54:00	6996620	Dylan Cooper	"0788 Madeline Summit Apt. 610
Kevinfort, MT 52297"	352-571-8512	White  Show	Really easy to use	5	1
29-Jul-18	02:35:25	275172	Anthony Wade	"1021 Carney Prairie
New Adrian, DE 99005"	(627)205-5940	Charcoal Fabric 	Works as advertised	5	1
29-Jul-18	15:31:38	4889692	Danielle Johnson	"00921 Antonio Harbor
Andreton, PW 67596"	(859)836-1815	Charcoal Fabric 	Absolutely love!!	5	1
30-Jul-18	06:45:56	7131632	James Daniel	"49315 Shelby Heights
New Marioview, VI 97699"	(750)990-7704	Black  Dot	It's pretty fun and nice to have a speaker that responds to my questions but doesn't understand my commands some of the time.	4	1
25-Jul-18	14:06:29	5889075	Julie Nolan	"3867 Melissa Burg
South Danielmouth, AS 86976"	6079521006	White  Spot	The voice recognition is amazing, perfect companion for the bedroom.	5	1
30-Jul-18	19:51:28	7046513	Christian Delacruz	"748 Theresa Crescent Apt. 675
Armstrongfort, PR 88141"	264-679-6857	Black  Show	It does not pick up my voice unless I yell most times.	3	1
30-Jul-18	08:37:22	7435203	Anthony Stephenson	"926 Belinda Spurs Apt. 145
Brookefurt, GA 13823"	903-650-2199	Black  Dot	Great product at a great price.	5	1
30-Jul-18	11:41:19	7466815	Catherine Gordon	"0276 Jesus Gardens Apt. 277
Smithland, OR 98903"	290-371-3516	White  Dot	Love it! I personally prefer Spotify music, so it’s great that I was able to set that as default. There’s not a day that goes by without music in our home. Also, the reason we got it is to keep our pup calm when we leave, so we tell Alexa to play some classical music or jazz and it works wonders. He’s a lot more calmer and doesn’t bark when we lock the door and start walking away. It’s a must have!	5	1
30-Jul-18	07:24:37	5650480	Dr. Brooke Paul DVM	"74822 Davis Glen Apt. 118
Michaelshire, KY 07814"	(660)967-4821	Sandstone Fabric 	I got a second unit for the bedroom, I was expecting the sounds to be improved but I didnt really see a difference at all.  Overall, not a big improvement over the 1st generation.	3	1
31-Jul-18	01:02:38	7931870	Emily Thomas	"Unit 7114 Box 7876
DPO AP 85888"	(500)811-9585	White  Dot	Small device that my kids like to ask questions. Very handy friendly interactive	5	1
27-Jul-18	12:45:42	3323560	Jonathan Fernandez	"960 Jasmine Square
East Renee, CO 32134"	(544)544-4703	Black  Plus	Wish it would have came with the lightbulb, but otherwise works great, fast delivery, and I enjoy using it!	4	1
28-Jul-18	17:52:00	2545331	Erin Collins	"USNS Serrano
FPO AA 05260"	5579492352	Charcoal Fabric 	Almost as good as my Bose. Love the whole house music.	5	1
29-Jul-18	13:08:15	8313659	Jennifer Lee	"8620 Lewis Spurs
Mercadoside, CA 81560"	(715)973-6740	Black  Spot	It's fun to use, and makes my life easier in some sense.	5	1
29-Jul-18	19:37:53	5833652	Robert West	"93970 Rhodes Keys
Rogersfort, NV 65744"	(430)854-1818	Black  Spot	Like the little spot,  now our guest room is Alexa enabled.	5	1
